proteinA	proteinB	score	score_coexp	score_exp	score_db	score_textmine
DNMT1	RELA	0.602	0.071	0.055	0.0	0.584
DNMT1	H2BC11	0.613	0.111	0.0	0.5	0.199
DNMT1	H2BC13	0.615	0.111	0.044	0.5	0.202
DNMT1	ESR1	0.625	0.091	0.0	0.0	0.605
DNMT1	GADD45A	0.634	0.292	0.0	0.0	0.504
DNMT1	CDKN2A	0.703	0.0	0.057	0.0	0.698
DNMT1	CHEK1	0.711	0.51	0.165	0.0	0.351
DNMT1	H2BC3	0.715	0.343	0.0	0.5	0.203
DNMT1	H2BC21	0.797	0.111	0.0	0.5	0.58
DNMT1	BRCA1	0.799	0.164	0.167	0.0	0.735
DNMT1	MYC	0.837	0.394	0.072	0.0	0.735
DNMT1	H2AX	0.882	0.359	0.092	0.5	0.644
DNMT1	PARP1	0.952	0.634	0.326	0.0	0.822
DNMT1	H3-4	0.987	0.548	0.047	0.0	0.973
DNMT1	HDAC2	0.999	0.742	0.057	0.8	0.996
DNMT1	HDAC1	0.999	0.885	0.146	0.8	0.998
PPP1R13L	BCL2	0.577	0.0	0.06	0.0	0.569
PPP1R13L	TP73	0.753	0.236	0.0	0.5	0.407
PPP1R13L	CDK1	0.871	0.191	0.059	0.0	0.845
PPP1R13L	RELA	0.925	0.512	0.096	0.0	0.845
H3-4	BCL2L11	0.436	0.0	0.047	0.0	0.433
H3-4	MCL1	0.445	0.05	0.059	0.0	0.428
H3-4	ABL1	0.468	0.095	0.07	0.0	0.419
H3-4	BCL2L1	0.488	0.05	0.043	0.0	0.482
H3-4	GADD45A	0.534	0.0	0.0	0.0	0.534
H3-4	AR	0.575	0.042	0.0	0.0	0.575
H3-4	HIF1A	0.592	0.0	0.074	0.0	0.578
H3-4	PTEN	0.596	0.067	0.042	0.0	0.584
H3-4	ESR1	0.614	0.042	0.0	0.0	0.614
H3-4	BCL2	0.614	0.05	0.067	0.0	0.599
H3-4	CDKN1A	0.638	0.0	0.077	0.0	0.624
H3-4	CDKN2A	0.642	0.078	0.0	0.0	0.627
H3-4	CHEK1	0.675	0.071	0.057	0.0	0.659
H3-4	MAPK8	0.687	0.052	0.077	0.5	0.37
H3-4	BRCA2	0.706	0.0	0.0	0.5	0.437
H3-4	CCNL2	0.712	0.0	0.0	0.0	0.712
H3-4	RELA	0.715	0.106	0.0	0.0	0.694
H3-4	PARP1	0.757	0.368	0.053	0.0	0.626
H3-4	CREB1	0.77	0.164	0.0	0.0	0.737
H3-4	JUN	0.772	0.131	0.049	0.0	0.746
H3-4	CDK1	0.806	0.071	0.084	0.4	0.665
H3-4	CHEK2	0.822	0.159	0.053	0.5	0.606
H3-4	CCNA2	0.826	0.0	0.131	0.5	0.631
H3-4	MYC	0.84	0.168	0.055	0.0	0.813
H3-4	BRCA1	0.872	0.184	0.054	0.5	0.709
H3-4	RAD51	0.875	0.096	0.097	0.5	0.731
H3-4	HDAC2	0.909	0.365	0.054	0.0	0.861
H3-4	H2BC3	0.939	0.183	0.253	0.5	0.809
H3-4	H2BC13	0.94	0.288	0.21	0.5	0.811
H3-4	HDAC1	0.976	0.365	0.054	0.0	0.963
H3-4	TP53BP1	0.98	0.066	0.0	0.5	0.961
H3-4	H2AX	0.984	0.49	0.129	0.8	0.849
H3-4	H2BC11	0.986	0.829	0.187	0.5	0.808
H3-4	H2BC21	0.999	0.287	0.18	0.5	0.998
PARP1	GADD45A	0.4	0.0	0.0	0.0	0.4
PARP1	MDM4	0.402	0.0	0.058	0.0	0.392
PARP1	H2BC13	0.404	0.17	0.062	0.0	0.295
PARP1	H2BC11	0.415	0.17	0.06	0.0	0.309
PARP1	HIPK2	0.433	0.292	0.042	0.0	0.232
PARP1	CREB1	0.433	0.0	0.067	0.0	0.418
PARP1	BBC3	0.447	0.0	0.0	0.0	0.447
PARP1	CCNL2	0.514	0.0	0.0	0.0	0.514
PARP1	MAPK8	0.528	0.0	0.044	0.0	0.527
PARP1	H2BC3	0.559	0.387	0.06	0.0	0.295
PARP1	CDKN2A	0.597	0.046	0.042	0.0	0.595
PARP1	AR	0.621	0.0	0.0	0.0	0.621
PARP1	CCNA2	0.665	0.0	0.191	0.0	0.602
PARP1	CDK1	0.687	0.0	0.173	0.0	0.637
PARP1	BCL2L11	0.696	0.0	0.0	0.0	0.696
PARP1	HIF1A	0.707	0.292	0.057	0.0	0.596
PARP1	PTEN	0.726	0.0	0.086	0.0	0.712
PARP1	MCL1	0.739	0.0	0.049	0.0	0.737
PARP1	ESR1	0.746	0.312	0.0	0.0	0.647
PARP1	H2BC21	0.759	0.276	0.062	0.0	0.673
PARP1	MYC	0.762	0.174	0.064	0.0	0.717
PARP1	CHEK2	0.775	0.0	0.116	0.0	0.755
PARP1	ABL1	0.789	0.292	0.047	0.0	0.713
PARP1	BCL2L1	0.796	0.0	0.042	0.0	0.796
PARP1	JUN	0.805	0.462	0.0	0.0	0.653
PARP1	CDKN1A	0.856	0.625	0.0	0.0	0.633
PARP1	CHEK1	0.858	0.33	0.109	0.0	0.781
PARP1	RAD51	0.86	0.0	0.144	0.0	0.844
PARP1	TP53BP1	0.879	0.303	0.074	0.0	0.828
PARP1	HDAC2	0.882	0.598	0.154	0.0	0.681
PARP1	RELA	0.891	0.697	0.049	0.0	0.655
PARP1	HDAC1	0.9	0.647	0.124	0.0	0.701
PARP1	BCL2	0.917	0.292	0.112	0.0	0.879
PARP1	H2AX	0.964	0.866	0.097	0.0	0.727
PARP1	BRCA1	0.974	0.596	0.085	0.0	0.935
PARP1	BRCA2	0.985	0.621	0.06	0.4	0.942
MDM4	MCL1	0.427	0.0	0.075	0.0	0.406
MDM4	BRCA2	0.429	0.0	0.054	0.0	0.421
MDM4	BBC3	0.433	0.0	0.0	0.0	0.433
MDM4	BCL2L1	0.452	0.091	0.056	0.0	0.413
MDM4	UBE3A	0.483	0.292	0.06	0.0	0.286
MDM4	FOXO4	0.492	0.055	0.0	0.4	0.177
MDM4	MYC	0.507	0.0	0.042	0.0	0.507
MDM4	BCL2L11	0.52	0.0	0.049	0.0	0.516
MDM4	JUN	0.524	0.0	0.055	0.0	0.517
MDM4	RAD51	0.529	0.0	0.062	0.0	0.519
MDM4	ABL1	0.538	0.298	0.0	0.0	0.369
MDM4	CDK1	0.666	0.51	0.0	0.0	0.346
MDM4	HIPK2	0.718	0.294	0.0	0.0	0.617
MDM4	BCL2	0.728	0.51	0.056	0.0	0.46
MDM4	PTEN	0.732	0.045	0.074	0.4	0.555
MDM4	CHEK1	0.742	0.51	0.0	0.0	0.496
MDM4	CDKN1A	0.754	0.512	0.0	0.0	0.518
MDM4	BRCA1	0.77	0.0	0.0	0.0	0.77
MDM4	CHEK2	0.92	0.292	0.042	0.75	0.583
MDM4	TP73	0.922	0.805	0.049	0.0	0.613
MDM4	CDKN2A	0.963	0.441	0.068	0.7	0.795
MCL1	H2AX	0.402	0.0	0.049	0.0	0.397
MCL1	CHEK2	0.418	0.0	0.0	0.0	0.419
MCL1	BRCA1	0.432	0.0	0.0	0.0	0.432
MCL1	CREB1	0.468	0.0	0.123	0.0	0.418
MCL1	RELA	0.47	0.0	0.148	0.0	0.403
MCL1	CHEK1	0.475	0.0	0.0	0.0	0.475
MCL1	CCNA2	0.497	0.0	0.0	0.0	0.497
MCL1	MAPK8	0.517	0.094	0.068	0.0	0.474
MCL1	CCNL2	0.522	0.0	0.044	0.0	0.521
MCL1	CDKN2A	0.544	0.045	0.0	0.0	0.543
MCL1	ESR1	0.653	0.045	0.0	0.0	0.652
MCL1	JUN	0.656	0.0	0.101	0.0	0.634
MCL1	ABL1	0.753	0.0	0.086	0.0	0.741
MCL1	PTEN	0.763	0.057	0.061	0.0	0.753
MCL1	BCL2	0.764	0.536	0.0	0.0	0.514
MCL1	CDK1	0.79	0.0	0.047	0.0	0.789
MCL1	HIF1A	0.825	0.298	0.139	0.0	0.734
MCL1	CDKN1A	0.849	0.0	0.149	0.4	0.728
MCL1	MYC	0.857	0.139	0.136	0.0	0.823
MCL1	BCL2L1	0.989	0.362	0.049	0.9	0.845
MCL1	BBC3	0.998	0.933	0.05	0.54	0.949
MCL1	BAK1	0.998	0.927	0.063	0.9	0.871
MCL1	BCL2L11	0.999	0.998	0.072	0.9	0.999
H2BC21	HIPK2	0.416	0.292	0.0	0.0	0.209
H2BC21	CHEK1	0.458	0.057	0.0	0.0	0.449
H2BC21	H2BC13	0.533	0.19	0.105	0.4	0.046
H2BC21	MAPK8	0.57	0.0	0.0	0.5	0.176
H2BC21	BRCA2	0.64	0.0	0.0	0.5	0.311
H2BC21	AR	0.643	0.049	0.048	0.5	0.305
H2BC21	BCL2	0.661	0.0	0.0	0.5	0.351
H2BC21	JUN	0.681	0.071	0.072	0.5	0.348
H2BC21	CCNA2	0.685	0.0	0.0	0.5	0.396
H2BC21	ESR1	0.687	0.049	0.0	0.5	0.396
H2BC21	CDKN2A	0.697	0.074	0.0	0.5	0.399
H2BC21	RAD51	0.715	0.0	0.0	0.5	0.455
H2BC21	CHEK2	0.717	0.094	0.06	0.5	0.415
H2BC21	TP53BP1	0.78	0.0	0.047	0.5	0.577
H2BC21	CDK1	0.799	0.045	0.055	0.4	0.673
H2BC21	MYC	0.811	0.171	0.042	0.5	0.581
H2BC21	HDAC1	0.891	0.245	0.0	0.65	0.62
H2BC21	H2BC3	0.893	0.812	0.117	0.4	0.047
H2BC21	HDAC2	0.916	0.457	0.0	0.65	0.596
H2BC21	H2BC11	0.938	0.817	0.306	0.4	0.274
H2BC21	BRCA1	0.938	0.644	0.056	0.5	0.674
H2BC21	H2AX	0.998	0.725	0.246	0.4	0.986
GADD45A	TP73	0.405	0.0	0.0	0.0	0.405
GADD45A	PTEN	0.422	0.0	0.049	0.0	0.418
GADD45A	CCNA2	0.448	0.0	0.042	0.0	0.448
GADD45A	CDKN2A	0.505	0.0	0.0	0.0	0.505
GADD45A	CHEK2	0.507	0.0	0.0	0.0	0.507
GADD45A	CCNL2	0.509	0.0	0.047	0.0	0.506
GADD45A	CHEK1	0.532	0.0	0.055	0.0	0.526
GADD45A	ESR1	0.533	0.292	0.0	0.0	0.368
GADD45A	MYC	0.56	0.0	0.082	0.0	0.541
GADD45A	H2AX	0.576	0.0	0.0	0.0	0.576
GADD45A	BCL2L11	0.58	0.226	0.0	0.0	0.48
GADD45A	BCL2	0.581	0.0	0.0	0.0	0.581
GADD45A	BBC3	0.608	0.0	0.062	0.0	0.599
GADD45A	JUN	0.626	0.0	0.219	0.0	0.541
GADD45A	BCL2L1	0.668	0.0	0.049	0.0	0.666
GADD45A	FOXO4	0.697	0.0	0.042	0.5	0.42
GADD45A	BRCA1	0.71	0.0	0.0	0.0	0.71
GADD45A	CDKN1A	0.974	0.625	0.163	0.0	0.926
GADD45A	CDK1	0.997	0.82	0.049	0.9	0.851
JUN	CHEK2	0.416	0.0	0.0	0.0	0.417
JUN	BBC3	0.435	0.0	0.049	0.0	0.431
JUN	TP73	0.45	0.292	0.0	0.0	0.256
JUN	CHEK1	0.496	0.131	0.0	0.0	0.444
JUN	FOXO4	0.5	0.087	0.067	0.0	0.461
JUN	TP53BP1	0.535	0.0	0.0	0.0	0.535
JUN	CCNA2	0.553	0.0	0.0	0.0	0.553
JUN	CCNL2	0.572	0.0	0.042	0.0	0.572
JUN	H2BC13	0.588	0.071	0.0	0.5	0.186
JUN	H2BC11	0.596	0.071	0.042	0.5	0.2
JUN	H2BC3	0.631	0.158	0.053	0.5	0.184
JUN	H2AX	0.687	0.0	0.042	0.5	0.4
JUN	BCL2L1	0.706	0.0	0.0	0.0	0.706
JUN	PTEN	0.775	0.077	0.0	0.0	0.766
JUN	BCL2L11	0.778	0.0	0.0	0.0	0.778
JUN	CDK1	0.778	0.264	0.0	0.0	0.711
JUN	CDKN2A	0.779	0.0	0.051	0.0	0.776
JUN	ABL1	0.784	0.532	0.049	0.0	0.554
JUN	BRCA1	0.794	0.589	0.0	0.0	0.52
JUN	CDKN1A	0.831	0.51	0.122	0.0	0.639
JUN	AR	0.84	0.518	0.042	0.0	0.682
JUN	HDAC2	0.846	0.177	0.0	0.5	0.657
JUN	BCL2	0.927	0.0	0.047	0.0	0.927
JUN	HIF1A	0.961	0.621	0.056	0.0	0.901
JUN	HDAC1	0.967	0.393	0.042	0.5	0.902
JUN	MYC	0.97	0.626	0.079	0.0	0.922
JUN	RELA	0.986	0.271	0.087	0.0	0.98
JUN	CREB1	0.998	0.4	0.0	0.0	0.997
JUN	MAPK8	0.999	0.997	0.049	0.9	0.978
JUN	ESR1	0.999	0.631	0.0	0.9	0.995
PTEN	BBC3	0.445	0.0	0.0	0.0	0.445
PTEN	TP73	0.457	0.048	0.082	0.0	0.429
PTEN	HDAC2	0.467	0.056	0.069	0.0	0.442
PTEN	CCNA2	0.511	0.0	0.0	0.0	0.511
PTEN	HDAC1	0.516	0.056	0.055	0.0	0.501
PTEN	CCNL2	0.551	0.0	0.042	0.0	0.551
PTEN	H2AX	0.569	0.292	0.0	0.0	0.417
PTEN	CDK1	0.616	0.126	0.078	0.0	0.561
PTEN	TP53BP1	0.622	0.334	0.14	0.0	0.393
PTEN	RELA	0.642	0.072	0.0	0.0	0.631
PTEN	ABL1	0.65	0.092	0.048	0.0	0.627
PTEN	BCL2L1	0.669	0.057	0.0	0.0	0.664
PTEN	BCL2L11	0.684	0.0	0.068	0.0	0.674
PTEN	MAPK8	0.699	0.114	0.083	0.0	0.659
PTEN	CREB1	0.704	0.292	0.06	0.0	0.591
PTEN	RAD51	0.759	0.516	0.0	0.0	0.522
PTEN	CHEK1	0.791	0.165	0.0	0.0	0.76
PTEN	CDKN1A	0.792	0.0	0.0	0.0	0.792
PTEN	ESR1	0.807	0.295	0.0	0.0	0.737
PTEN	CHEK2	0.81	0.082	0.0	0.0	0.802
PTEN	BCL2	0.815	0.057	0.049	0.0	0.81
PTEN	FOXO4	0.819	0.099	0.042	0.4	0.693
PTEN	BRCA1	0.821	0.0	0.067	0.0	0.816
PTEN	HIF1A	0.83	0.0	0.06	0.0	0.827
PTEN	BRCA2	0.877	0.0	0.0	0.0	0.877
PTEN	AR	0.892	0.295	0.0	0.0	0.853
PTEN	MYC	0.908	0.317	0.044	0.0	0.87
PTEN	CDKN2A	0.923	0.188	0.053	0.0	0.908
PTEN	UBE3A	0.96	0.0	0.073	0.9	0.604
ABL1	HDAC1	0.415	0.068	0.042	0.0	0.398
ABL1	RELA	0.435	0.098	0.115	0.0	0.349
ABL1	CDK1	0.454	0.334	0.067	0.0	0.192
ABL1	MAPK8	0.473	0.088	0.044	0.0	0.445
ABL1	CREB1	0.478	0.292	0.0	0.0	0.293
ABL1	CHEK1	0.494	0.067	0.0	0.0	0.48
ABL1	HIF1A	0.5	0.071	0.0	0.0	0.484
ABL1	AR	0.511	0.178	0.042	0.0	0.428
ABL1	BRCA2	0.514	0.137	0.0	0.0	0.46
ABL1	BCL2L11	0.542	0.0	0.0	0.0	0.542
ABL1	ESR1	0.543	0.071	0.0	0.0	0.528
ABL1	CCNL2	0.551	0.0	0.056	0.0	0.544
ABL1	BCL2	0.673	0.0	0.055	0.0	0.668
ABL1	BCL2L1	0.722	0.292	0.055	0.0	0.618
ABL1	CDKN2A	0.763	0.095	0.0	0.0	0.749
ABL1	MYC	0.785	0.045	0.087	0.0	0.774
ABL1	CDKN1A	0.878	0.296	0.105	0.4	0.716
ABL1	TP73	0.909	0.785	0.0	0.0	0.594
ABL1	RAD51	0.915	0.642	0.0	0.0	0.772
ABL1	BRCA1	0.956	0.483	0.0	0.5	0.847
HDAC1	BCL2L11	0.422	0.0	0.081	0.0	0.397
HDAC1	RAD51	0.441	0.071	0.058	0.0	0.412
HDAC1	CHEK2	0.451	0.132	0.056	0.0	0.384
HDAC1	BCL2L1	0.452	0.0	0.07	0.0	0.435
HDAC1	TP53BP1	0.455	0.071	0.063	0.0	0.425
HDAC1	MAPK8	0.488	0.292	0.063	0.0	0.29
HDAC1	CCNL2	0.507	0.164	0.05	0.0	0.43
HDAC1	BRCA2	0.549	0.0	0.0	0.0	0.549
HDAC1	BCL2	0.558	0.0	0.074	0.0	0.542
HDAC1	CHEK1	0.566	0.051	0.049	0.0	0.549
HDAC1	TP73	0.745	0.51	0.09	0.0	0.475
HDAC1	H2BC11	0.76	0.134	0.0	0.65	0.272
HDAC1	H2BC13	0.762	0.134	0.047	0.65	0.274
HDAC1	CDKN2A	0.794	0.331	0.0	0.0	0.705
HDAC1	CCNA2	0.806	0.292	0.1	0.5	0.465
HDAC1	H2AX	0.816	0.125	0.072	0.65	0.43
HDAC1	H2BC3	0.824	0.36	0.0	0.65	0.277
HDAC1	CDK1	0.84	0.091	0.083	0.5	0.662
HDAC1	CREB1	0.877	0.511	0.099	0.0	0.745
HDAC1	CDKN1A	0.903	0.775	0.0	0.0	0.587
HDAC1	BRCA1	0.958	0.51	0.055	0.0	0.917
HDAC1	AR	0.964	0.789	0.0	0.0	0.835
HDAC1	HIF1A	0.983	0.79	0.0	0.0	0.926
HDAC1	MYC	0.991	0.821	0.076	0.0	0.953
HDAC1	ESR1	0.998	0.832	0.0	0.5	0.987
HDAC1	RELA	0.998	0.897	0.111	0.0	0.981
HDAC1	HDAC2	0.999	0.994	0.101	0.9	0.982
FOXO4	MYC	0.409	0.046	0.078	0.0	0.382
FOXO4	BCL2L1	0.425	0.0	0.108	0.0	0.381
FOXO4	BCL2	0.429	0.0	0.073	0.0	0.41
FOXO4	CDKN1A	0.439	0.045	0.042	0.0	0.436
FOXO4	ESR1	0.459	0.301	0.0	0.0	0.257
FOXO4	HIF1A	0.463	0.068	0.0	0.0	0.448
FOXO4	CREB1	0.55	0.072	0.074	0.0	0.518
FOXO4	BCL2L11	0.783	0.0	0.073	0.5	0.571
FOXO4	MAPK8	0.938	0.099	0.0	0.9	0.37
BAK1	CDKN1A	0.435	0.0	0.106	0.0	0.393
BAK1	MAPK8	0.476	0.292	0.075	0.0	0.264
BAK1	TP73	0.494	0.068	0.054	0.0	0.472
BAK1	BBC3	0.923	0.307	0.08	0.54	0.77
BAK1	BCL2L11	0.998	0.964	0.049	0.9	0.722
BAK1	BCL2L1	0.999	0.996	0.067	0.9	0.95
BAK1	BCL2	0.999	0.788	0.0	0.9	0.969
AR	CCNA2	0.431	0.0	0.049	0.0	0.426
AR	CCNL2	0.438	0.046	0.0	0.0	0.436
AR	CREB1	0.464	0.046	0.056	0.0	0.452
AR	BCL2L1	0.477	0.045	0.0	0.0	0.475
AR	CDKN1A	0.48	0.0	0.0	0.0	0.48
AR	CDK1	0.484	0.045	0.0	0.0	0.482
AR	H2BC3	0.536	0.049	0.0	0.5	0.104
AR	H2BC13	0.538	0.049	0.042	0.5	0.107
AR	H2BC11	0.538	0.049	0.0	0.5	0.108
AR	HDAC2	0.592	0.361	0.0	0.0	0.387
AR	BRCA2	0.594	0.0	0.0	0.0	0.594
AR	CDKN2A	0.617	0.292	0.0	0.0	0.482
AR	BCL2	0.623	0.045	0.0	0.0	0.622
AR	H2AX	0.639	0.0	0.0	0.5	0.308
AR	RELA	0.677	0.232	0.0	0.0	0.597
AR	MYC	0.7	0.045	0.053	0.0	0.695
AR	UBE3A	0.807	0.625	0.0	0.0	0.507
AR	HIF1A	0.871	0.525	0.067	0.0	0.733
AR	BRCA1	0.908	0.612	0.0	0.0	0.773
AR	ESR1	0.981	0.0	0.172	0.0	0.978
BCL2L1	H2AX	0.442	0.0	0.059	0.0	0.432
BCL2L1	BRCA1	0.448	0.0	0.0	0.0	0.448
BCL2L1	CHEK2	0.474	0.0	0.0	0.0	0.474
BCL2L1	CREB1	0.525	0.0	0.061	0.0	0.515
BCL2L1	ESR1	0.578	0.045	0.0	0.0	0.577
BCL2L1	CCNA2	0.584	0.0	0.042	0.0	0.583
BCL2L1	CCNL2	0.596	0.0	0.0	0.0	0.596
BCL2L1	CHEK1	0.616	0.292	0.0	0.0	0.48
BCL2L1	HIF1A	0.674	0.094	0.0	0.0	0.655
BCL2L1	CDK1	0.703	0.292	0.047	0.0	0.595
BCL2L1	CDKN1A	0.704	0.0	0.134	0.0	0.673
BCL2L1	RELA	0.773	0.292	0.08	0.0	0.68
BCL2L1	CDKN2A	0.814	0.294	0.049	0.0	0.745
BCL2L1	MYC	0.863	0.0	0.065	0.0	0.859
BCL2L1	TP73	0.929	0.902	0.054	0.0	0.291
BCL2L1	MAPK8	0.986	0.678	0.057	0.9	0.593
BCL2L1	BCL2	0.999	0.863	0.0	0.9	0.984
BCL2L1	BBC3	0.999	0.911	0.062	0.9	0.988
BCL2L1	BCL2L11	0.999	0.996	0.049	0.9	0.999
H2BC13	MAPK8	0.525	0.0	0.0	0.5	0.09
H2BC13	H2BC11	0.561	0.126	0.224	0.4	0.0
H2BC13	H2BC3	0.568	0.0	0.304	0.4	0.042
H2BC13	BCL2	0.574	0.0	0.0	0.5	0.184
H2BC13	BRCA2	0.576	0.0	0.068	0.5	0.165
H2BC13	ESR1	0.587	0.049	0.042	0.5	0.202
H2BC13	CDKN2A	0.6	0.074	0.072	0.5	0.18
H2BC13	RAD51	0.632	0.0	0.055	0.5	0.284
H2BC13	CCNA2	0.643	0.0	0.074	0.5	0.29
H2BC13	CDK1	0.644	0.045	0.093	0.4	0.395
H2BC13	CHEK2	0.645	0.094	0.063	0.5	0.262
H2BC13	TP53BP1	0.671	0.0	0.0	0.5	0.37
H2BC13	MYC	0.705	0.134	0.0	0.5	0.374
H2BC13	H2AX	0.75	0.178	0.254	0.4	0.374
H2BC13	HDAC2	0.77	0.182	0.0	0.65	0.263
H2BC13	BRCA1	0.795	0.127	0.077	0.5	0.551
TP73	HIF1A	0.411	0.292	0.0	0.0	0.202
TP73	BCL2	0.412	0.068	0.054	0.0	0.386
TP73	CDK1	0.446	0.292	0.05	0.0	0.243
TP73	CCNA2	0.47	0.292	0.051	0.0	0.275
TP73	ESR1	0.495	0.0	0.044	0.0	0.494
TP73	BRCA1	0.585	0.307	0.0	0.0	0.426
TP73	CDKN1A	0.691	0.248	0.0	0.0	0.606
TP73	CDKN2A	0.697	0.045	0.047	0.0	0.694
TP73	MYC	0.706	0.51	0.0	0.0	0.424
TP73	BBC3	0.743	0.067	0.0	0.5	0.495
BRCA2	BCL2	0.453	0.0	0.0	0.0	0.453
BRCA2	CCNL2	0.523	0.0	0.0	0.0	0.523
BRCA2	H2BC3	0.567	0.0	0.044	0.5	0.167
BRCA2	H2BC11	0.578	0.0	0.067	0.5	0.168
BRCA2	CDKN1A	0.635	0.0	0.0	0.0	0.635
BRCA2	CDK1	0.645	0.046	0.268	0.0	0.532
BRCA2	ESR1	0.723	0.0	0.0	0.0	0.723
BRCA2	MYC	0.759	0.0	0.062	0.0	0.754
BRCA2	CDKN2A	0.806	0.0	0.043	0.0	0.805
BRCA2	CCNA2	0.877	0.292	0.259	0.0	0.784
BRCA2	TP53BP1	0.922	0.571	0.0	0.36	0.74
BRCA2	CHEK1	0.963	0.292	0.195	0.75	0.774
BRCA2	H2AX	0.973	0.51	0.062	0.5	0.9
BRCA2	CHEK2	0.985	0.532	0.1	0.0	0.968
BRCA2	RAD51	0.999	0.996	0.28	0.9	0.999
BRCA2	BRCA1	0.999	0.896	0.383	0.9	0.999
TP53BP1	CCNL2	0.505	0.0	0.049	0.0	0.501
TP53BP1	CDKN2A	0.514	0.0	0.042	0.0	0.514
TP53BP1	ESR1	0.536	0.292	0.0	0.0	0.372
TP53BP1	H2BC11	0.671	0.0	0.0	0.5	0.37
TP53BP1	CDKN1A	0.721	0.439	0.0	0.0	0.524
TP53BP1	MYC	0.752	0.518	0.0	0.0	0.507
TP53BP1	CCNA2	0.756	0.0	0.044	0.5	0.532
TP53BP1	H2BC3	0.757	0.292	0.0	0.5	0.37
TP53BP1	CDK1	0.827	0.62	0.067	0.0	0.552
TP53BP1	RAD51	0.94	0.398	0.057	0.0	0.903
TP53BP1	CHEK1	0.992	0.935	0.054	0.0	0.892
TP53BP1	CHEK2	0.996	0.883	0.049	0.5	0.951
TP53BP1	H2AX	0.999	0.99	0.044	0.5	0.997
TP53BP1	BRCA1	0.999	0.826	0.05	0.5	0.999
CHEK2	HIF1A	0.403	0.0	0.06	0.0	0.391
CHEK2	HDAC2	0.446	0.132	0.063	0.0	0.374
CHEK2	ESR1	0.538	0.0	0.0	0.0	0.538
CHEK2	BBC3	0.558	0.0	0.0	0.0	0.558
CHEK2	BCL2	0.572	0.0	0.0	0.0	0.572
CHEK2	CCNL2	0.574	0.0	0.047	0.0	0.572
CHEK2	MYC	0.616	0.0	0.061	0.0	0.608
CHEK2	H2BC3	0.643	0.094	0.06	0.5	0.261
CHEK2	H2BC11	0.644	0.094	0.06	0.5	0.262
CHEK2	CDK1	0.679	0.305	0.157	0.0	0.47
CHEK2	CCNA2	0.746	0.0	0.351	0.0	0.624
CHEK2	CDKN2A	0.758	0.0	0.044	0.0	0.758
CHEK2	CDKN1A	0.761	0.292	0.105	0.0	0.654
CHEK2	RAD51	0.93	0.252	0.273	0.0	0.882
CHEK2	H2AX	0.957	0.095	0.07	0.5	0.911
CHEK2	CHEK1	0.971	0.922	0.298	0.0	0.526
CHEK2	BRCA1	0.999	0.842	0.218	0.5	0.997
BCL2L11	RELA	0.416	0.0	0.074	0.0	0.395
BCL2L11	CHEK1	0.42	0.0	0.044	0.0	0.419
BCL2L11	CCNA2	0.431	0.0	0.0	0.0	0.431
BCL2L11	CCNL2	0.446	0.0	0.042	0.0	0.446
BCL2L11	CDK1	0.469	0.0	0.042	0.0	0.469
BCL2L11	ESR1	0.47	0.0	0.0	0.0	0.47
BCL2L11	CREB1	0.473	0.0	0.11	0.0	0.432
BCL2L11	HIF1A	0.506	0.0	0.042	0.0	0.506
BCL2L11	CDKN2A	0.541	0.0	0.0	0.0	0.541
BCL2L11	MYC	0.665	0.0	0.0	0.0	0.665
BCL2L11	CDKN1A	0.726	0.0	0.044	0.0	0.726
BCL2L11	MAPK8	0.948	0.292	0.06	0.75	0.727
BCL2L11	BBC3	0.971	0.0	0.06	0.9	0.72
BCL2L11	BCL2	0.999	0.956	0.06	0.9	0.999
CDK1	HDAC2	0.465	0.091	0.118	0.0	0.387
CDK1	CREB1	0.502	0.292	0.049	0.0	0.32
CDK1	ESR1	0.544	0.099	0.0	0.0	0.515
CDK1	RELA	0.586	0.092	0.069	0.0	0.549
CDK1	UBE3A	0.593	0.51	0.042	0.0	0.203
CDK1	H2BC11	0.642	0.045	0.087	0.4	0.397
CDK1	H2BC3	0.726	0.294	0.057	0.4	0.395
CDK1	MYC	0.755	0.219	0.12	0.0	0.672
CDK1	HIF1A	0.793	0.312	0.1	0.0	0.692
CDK1	CDKN2A	0.818	0.094	0.06	0.0	0.803
CDK1	RAD51	0.837	0.071	0.6	0.0	0.596
CDK1	BRCA1	0.878	0.51	0.402	0.0	0.619
CDK1	H2AX	0.882	0.071	0.238	0.4	0.756
CDK1	CHEK1	0.911	0.361	0.786	0.0	0.403
CDK1	BCL2	0.92	0.626	0.047	0.0	0.795
CDK1	CDKN1A	0.998	0.9	0.085	0.0	0.986
CDK1	CCNA2	0.999	0.939	0.993	0.9	0.998
CDK1	CCNL2	0.999	0.0	0.0	0.0	0.999
MAPK8	HDAC2	0.421	0.0	0.085	0.0	0.393
MAPK8	HIF1A	0.485	0.0	0.0	0.0	0.485
MAPK8	H2BC3	0.523	0.0	0.0	0.5	0.087
MAPK8	H2BC11	0.526	0.0	0.0	0.5	0.091
MAPK8	BRCA1	0.546	0.0	0.049	0.0	0.543
MAPK8	CCNA2	0.614	0.0	0.049	0.0	0.611
MAPK8	MYC	0.666	0.292	0.0	0.0	0.547
MAPK8	CREB1	0.762	0.0	0.095	0.0	0.748
MAPK8	CDKN1A	0.808	0.51	0.0	0.0	0.626
